review,summary,rating,sentiment,cleaned_review
"I've worn these for countless runs this past year and also my first race. They're great for running. They breath well, don't chafe and fit snug enough without being too snug. They haven't started falling apart and I've worn them about once a week for five months or so now.",Quality Running Undies,5.0,positive,ive worn these for countless runs this past year and also my first race theyre great for running they breath well dont chafe and fit snug enough without being too snug they havent started falling apart and ive worn them about once a week for five months or so now
"Especially with the gold sparkles -- but a little large on the heels I want to use them on for an upcoming outdoor wedding. I think they'll work out OK, though. Check out the Starlettos, too, if you're in the market for heel protectors - they don't come with pretty sparkles, but they seems very practical and well-designed. I have a pair of those I might use instead of these. Will update if needed.",These are fine ...,4.0,positive,especially with the gold sparkles but a little large on the heels i want to use them on for an upcoming outdoor wedding i think theyll work out ok though check out the starlettos too if youre in the market for heel protectors they dont come with pretty sparkles but they seems very practical and welldesigned i have a pair of those i might use instead of these will update if needed
I bought this thermal top with the matching Duofold thermal pants.  The set is very comfortable and warm.  The fabric is soft and is thin enough to be worn under other pieces.,Good thermal top,5.0,positive,i bought this thermal top with the matching duofold thermal pants the set is very comfortable and warm the fabric is soft and is thin enough to be worn under other pieces
"The material is soft, and they are generous in size. They do look a little cheap though, and next time I'm going to look for a fleece with a little more detailing.","Nice, but they do look like what you pay for them",4.0,positive,the material is soft and they are generous in size they do look a little cheap though and next time im going to look for a fleece with a little more detailing
"I really like this brand, I have used them all winter and love them.  Good quality and worth the money!",Super Warm,5.0,positive,i really like this brand i have used them all winter and love them good quality and worth the money
"The shoes were great, but I didn't like the color. That is the only reason I returned them. I buy Clarks for the comfort and quality, this just happened to be one pair that the color didn't work out.",Love the shoe...didn't like the color,3.0,neutral,the shoes were great but i didnt like the color that is the only reason i returned them i buy clarks for the comfort and quality this just happened to be one pair that the color didnt work out
"WOW - I just got this watch - and it's is described perfectly - - Luminox has the glow marks down perfectly.  I spent a ton of money of less expensive watches - only to be disappointed  - - and have never been able to &#34;use&#34; them at night or in dark situations.this watch does not have all the bells and whistles  - but it's a WATCH, giving you the time whenever you need it",WOW !!,5.0,positive,wow i just got this watch and its is described perfectly luminox has the glow marks down perfectly i spent a ton of money of less expensive watches only to be disappointed and have never been able to use them at night or in dark situationsthis watch does not have all the bells and whistles but its a watch giving you the time whenever you need it
I received them in the mail today...........I was pleasantly surprised how pretty and comfortable they are.....I walked around in them for a few hours to ensure they stayed comfortable and they did...........Great purchase...I am very happy with the shoes....,Really Nice,5.0,positive,i received them in the mail todayi was pleasantly surprised how pretty and comfortable they arei walked around in them for a few hours to ensure they stayed comfortable and they didgreat purchasei am very happy with the shoes
Bought this for my sisster she loved it and so did i which is why i bought another one i have a big wrist and it fit me so i was happy,So pretty,5.0,positive,bought this for my sisster she loved it and so did i which is why i bought another one i have a big wrist and it fit me so i was happy
"Buy for my colleague, she loves this brand and recommend it to other. so i think it should be a great product.",Great product,5.0,positive,buy for my colleague she loves this brand and recommend it to other so i think it should be a great product
"I've had these shoes for about three months now, I got the ""dusty rose"" color (looks similar to the ""natural"" in the pictures).  They are made of very soft leather, but within a month the rose color had rubbed off toward the bottom of my right heel.  Now there is a big gray mark.  I've also noticed that the color on the toe area is starting to wear out, too.  I have only worn these shoes a handful of times, so this is quite disappointing.  My aunt bought these shoes in black, and they still look nice, while mine look a bit worn out.  I think the darker color is the way to go with these shoes.However, as a teacher, they make my feet feel nice all day while I'm on my feet.  So I just deal with the fact that they are kind of fading.","Okay, probably better in a darker color",3.0,neutral,ive had these shoes for about three months now i got the dusty rose color looks similar to the natural in the pictures they are made of very soft leather but within a month the rose color had rubbed off toward the bottom of my right heel now there is a big gray mark ive also noticed that the color on the toe area is starting to wear out too i have only worn these shoes a handful of times so this is quite disappointing my aunt bought these shoes in black and they still look nice while mine look a bit worn out i think the darker color is the way to go with these shoeshowever as a teacher they make my feet feel nice all day while im on my feet so i just deal with the fact that they are kind of fading
"I seldom wear any type of heels anymore but since these are Dr. Scholl's and so cute and pink, I decided to try them. And they're terrific. Not an everyday shoe for me--those are FitFlops--but they're comfortable and adorable and I feel very pretty in them.",Love these shoes!,5.0,positive,i seldom wear any type of heels anymore but since these are dr scholls and so cute and pink i decided to try them and theyre terrific not an everyday shoe for methose are fitflopsbut theyre comfortable and adorable and i feel very pretty in them
These are true to size for me.  I usually wear this size so i really liked them and the price was rt.,Fit greats,5.0,positive,these are true to size for me i usually wear this size so i really liked them and the price was rt
"I am 5'7"" and 125 lbs. The capri leggings are different than pictured. I was looking for shorter capris that came down just below the knee. These easily were 6-8"" below the knee. I also would not recommend them for working out or wear without a long top. The material is more like a heavy tight material and the waistline is similar to the band on nylons. Truthfully, I returned them. They would however be perfect to wear under short shorts or a skirt.",D&K Womens Seamless Capris,3.0,neutral,i am and lbs the capri leggings are different than pictured i was looking for shorter capris that came down just below the knee these easily were below the knee i also would not recommend them for working out or wear without a long top the material is more like a heavy tight material and the waistline is similar to the band on nylons truthfully i returned them they would however be perfect to wear under short shorts or a skirt
"I bought these some time back and they are so comfortable, I love to lounge in them when I don't have to go out.  They washed and dried very well, but I usually dry my things on low dry.  I only wish I had bought more of these at the time.",Great pj's,5.0,positive,i bought these some time back and they are so comfortable i love to lounge in them when i dont have to go out they washed and dried very well but i usually dry my things on low dry i only wish i had bought more of these at the time
"Since it is warming up I am going towards nightgowns and the ones I have I have had for so long I needed new ones so I ordered two from amazon, this being one. I love this very delicate looking and feeling long ivory gown. The lacey detail around the top is so beautiful and so very soft.  Most importantly it feels so soft, like nothing, and for me that is the real test of a nightgown. But if you have someone to sleep with they will love the way you look in it too.",Lovely ivory soft delicate and comfy,5.0,positive,since it is warming up i am going towards nightgowns and the ones i have i have had for so long i needed new ones so i ordered two from amazon this being one i love this very delicate looking and feeling long ivory gown the lacey detail around the top is so beautiful and so very soft most importantly it feels so soft like nothing and for me that is the real test of a nightgown but if you have someone to sleep with they will love the way you look in it too
"I wasn't sure how I would feel about this booties, but since getting them I can't get enough time to wear.  Instantly comfortable, no break-in necessary.  Sexy and dress up jeans so well.  I would buy again.True to size, wears well and no issues with the material design at all.","Love them, wear them often",5.0,positive,i wasnt sure how i would feel about this booties but since getting them i cant get enough time to wear instantly comfortable no breakin necessary sexy and dress up jeans so well i would buy againtrue to size wears well and no issues with the material design at all
I bought these for myself - and I LOVE THEM.  They are beautiful.  And they came in a beautiful gift box too.  Could not beat the awesome price too.,They're BEAUTIFUL!,5.0,positive,i bought these for myself and i love them they are beautiful and they came in a beautiful gift box too could not beat the awesome price too
"I got this to use when I change out my watch bands as I tend to change my watch bands when the watch is still OK, and the band had just wears out. This set works just great. I found just the tools I needed to easily change out an old band to a newone and even to change the snap mechanism out too. A good set!",This Set Worked Out Great....,5.0,positive,i got this to use when i change out my watch bands as i tend to change my watch bands when the watch is still ok and the band had just wears out this set works just great i found just the tools i needed to easily change out an old band to a newone and even to change the snap mechanism out too a good set
I love the fit and feel of these pants.  They machine wash well (no ironing) and resist water and stains while wearing.,Carhartt quality,5.0,positive,i love the fit and feel of these pants they machine wash well no ironing and resist water and stains while wearing
"I bought this as an early Mother's Day gift for my elderly aunt. She's fashionable, and I thought this was so pretty, it'd fit the bill.She absolutely loves it! It's a bit big, so she's having two links taken out, but otherwise, she's thrilled.No complaints, either, that it's too heavy, and my aunt isn't exactly an Amazon. You could safely buy this for a woman who likes pretty stuff, and it'd be well received.Highly recommend!",Big hit with my aunt!,5.0,positive,i bought this as an early mothers day gift for my elderly aunt shes fashionable and i thought this was so pretty itd fit the billshe absolutely loves it its a bit big so shes having two links taken out but otherwise shes thrilledno complaints either that its too heavy and my aunt isnt exactly an amazon you could safely buy this for a woman who likes pretty stuff and itd be well receivedhighly recommend
I was looking for something with some compression to help with a hip injury. These are cute...but do not have enough structure for compression. I like to sleep in these.,Not enough compression,2.0,negative,i was looking for something with some compression to help with a hip injury these are cutebut do not have enough structure for compression i like to sleep in these
I bought these as a gift for my Mom and she said they're true to fit and very comfortable. Were tall people so finding a big shoe that fits is always hard to find but now that we've both tried New Balance shoes i think their all i will buy from now on.,Mom loves them,5.0,positive,i bought these as a gift for my mom and she said theyre true to fit and very comfortable were tall people so finding a big shoe that fits is always hard to find but now that weve both tried new balance shoes i think their all i will buy from now on
"Warm waterproof shoe with hard sole like other Keen shoes, the balance is a bit inclined to heel.Shoelace is apt, it looks kind of more functional than stylish.And order a size larger because of its tight ankle and toe design",A size larger works better,3.0,neutral,warm waterproof shoe with hard sole like other keen shoes the balance is a bit inclined to heelshoelace is apt it looks kind of more functional than stylishand order a size larger because of its tight ankle and toe design
It is hard to find the length I like as shirts are usually just below the waist or tunic length of mid-thigh.  I want them to be to the top of the leg.  I like the color and fabric but it is too long for my liking.  Keeping it to wear around the house.,Long length,3.0,neutral,it is hard to find the length i like as shirts are usually just below the waist or tunic length of midthigh i want them to be to the top of the leg i like the color and fabric but it is too long for my liking keeping it to wear around the house
"Bought these based on review that said they will hold their elasticity. Someone suggested never putting them in the dryer, so we will see",Not baggy at the crotch or legs,4.0,positive,bought these based on review that said they will hold their elasticity someone suggested never putting them in the dryer so we will see
South pole always fits the same. Color wash is not my favorite but it is ok. Love the length I have very long legs and it is perfect.,love it,5.0,positive,south pole always fits the same color wash is not my favorite but it is ok love the length i have very long legs and it is perfect
Its as described in the picture! A nice set of these items are available from similar seller. Please check it.I recommend buying this item.,Beautiful!,5.0,positive,its as described in the picture a nice set of these items are available from similar seller please check iti recommend buying this item
These are a gift but I like the price and general quality of Isotoner products.  I hope he enjoys them!,Slippers for my dad,5.0,positive,these are a gift but i like the price and general quality of isotoner products i hope he enjoys them
it's a great flip flop.  it has cushion which is perfect so you don't feel like you are walking on the street.  they are very comfortable and I would buy them again!,Love the sandal!!,5.0,positive,its a great flip flop it has cushion which is perfect so you dont feel like you are walking on the street they are very comfortable and i would buy them again
"I bought this inexpensive ring for myself. One of the reasons I buy from the &#34;Magic Collection&#34; with confidence is that, unlike other rings with small CZs - even expensive ones - the Magic Collection  small CZs actually sparkle! This is the only company where I've found this to be the case consistently. (They've never been flat, &#34;white,&#34; or pasty-looking.)  I can barely find the &#34;red&#34; stones on this ring, But I prefer it that way. The champagne and gold combination is beautiful. The ring is delicate, small (see specs), and feminine. I would be happy to give this ring as a gift.","""Magic Collection"" small CZs always sparkle!",5.0,positive,i bought this inexpensive ring for myself one of the reasons i buy from the magic collection with confidence is that unlike other rings with small czs even expensive ones the magic collection small czs actually sparkle this is the only company where ive found this to be the case consistently theyve never been flat white or pastylooking i can barely find the red stones on this ring but i prefer it that way the champagne and gold combination is beautiful the ring is delicate small see specs and feminine i would be happy to give this ring as a gift
"These were indeed beautiful and luxurious feeling but the heel is so narrow they are near impossible to get on my foot!  Once I finally forced my foot into them, the adidas footbed is great but the boots are really short and quite tight inside.Considered ordering a full size lager, but the shipping back and forth and the probability that they would still not have room for real socks made be return for refund.",too tight & too short,3.0,neutral,these were indeed beautiful and luxurious feeling but the heel is so narrow they are near impossible to get on my foot once i finally forced my foot into them the adidas footbed is great but the boots are really short and quite tight insideconsidered ordering a full size lager but the shipping back and forth and the probability that they would still not have room for real socks made be return for refund
I loved this watch but i am not sure if the prize 600$ is correct.But otherwise i am happy i bought it.,beautiful!!!!,4.0,positive,i loved this watch but i am not sure if the prize is correctbut otherwise i am happy i bought it
My younger sister adored it and it was so cheap! Shipping took a very long time so order ahead of time!,Nice!,4.0,positive,my younger sister adored it and it was so cheap shipping took a very long time so order ahead of time
This tee was a nice surprise. I really like that there is no logo and no irritating tag. This makes for an excellent workout tee as it wicks away moisture and allows for ease of movement. It dries super fast after a heavy workout as well.  I also think this is a great casual tee. It washes well and so far has not pilled in any area.,"High quality, washes well, wicks moisture",4.0,positive,this tee was a nice surprise i really like that there is no logo and no irritating tag this makes for an excellent workout tee as it wicks away moisture and allows for ease of movement it dries super fast after a heavy workout as well i also think this is a great casual tee it washes well and so far has not pilled in any area
I am a bit disappointed with how much this looks like a nursing bra.. It does its job supporting my size 38D breasts however. I wish it wasn't so aestetically unpleasant though.,Looks and feels like a nursing bra,3.0,neutral,i am a bit disappointed with how much this looks like a nursing bra it does its job supporting my size d breasts however i wish it wasnt so aestetically unpleasant though
"OUTSTANDING! it's a happy day when my mom can actually find a shoe to fit her comfortably and at such a low price. She loves the color and comfort. Fast, excellent shipping.",Great pair of shoes in hard to find sizes and colors!,5.0,positive,outstanding its a happy day when my mom can actually find a shoe to fit her comfortably and at such a low price she loves the color and comfort fast excellent shipping
"I lost a pair of these sunglasses and ordered from this manufacturer to replace them.  you can't go wrong with Maui Jim sunglasses.  They are stylish, but also very functional.  I wear mine for driving and tennis.  I would have given this product a &#34;5&#34; rating, except that the description says the frame is black, but brown was actually delivered to me. I kept them, but would have preferred the black frames.",great sunglasses for sports,4.0,positive,i lost a pair of these sunglasses and ordered from this manufacturer to replace them you cant go wrong with maui jim sunglasses they are stylish but also very functional i wear mine for driving and tennis i would have given this product a rating except that the description says the frame is black but brown was actually delivered to me i kept them but would have preferred the black frames
this necklace is beautiful but the color is not blue it is purple but still very pretty.  I rated it a 4 because of the color was different than what I ordered but I still love it .,pretty necklace,4.0,positive,this necklace is beautiful but the color is not blue it is purple but still very pretty i rated it a because of the color was different than what i ordered but i still love it
No complaints about this tie or any of the other ties I have purchased from them. A perfect accent to any suit and I love that it is identical to image shown.,A tie is a tie is a tie,5.0,positive,no complaints about this tie or any of the other ties i have purchased from them a perfect accent to any suit and i love that it is identical to image shown
I think these pants run a little small; while they fit my husband I will be careful when I wash and dry them as I wouldn't want them to shrink any or they would not fit,Fit but will be careful when laundered,3.0,neutral,i think these pants run a little small while they fit my husband i will be careful when i wash and dry them as i wouldnt want them to shrink any or they would not fit
"Bought these for my husband and he is wearing them out! I mean, he wears them in the house everyday and loves that although they are warm they don't make his feet sweat. Best choice and investment I have ever made. He is a size 10.5 but the 10 fit him perfectly. Also bought them in the 'brown' which is more like a grey but very nice and he was happily satisfied with the color.",Husband is HAPPY!,5.0,positive,bought these for my husband and he is wearing them out i mean he wears them in the house everyday and loves that although they are warm they dont make his feet sweat best choice and investment i have ever made he is a size but the fit him perfectly also bought them in the brown which is more like a grey but very nice and he was happily satisfied with the color
"The &#34;look&#34; is exactly what I wanted. BUT these slippers are UNLINED and rough feeling on the inside- just the foam material and stitching- UGH!  The result:  sweaty uncomfortable mess!  My daughter doesn't wear them at all, but will play with them instead :( Very disappointed.  Fortunately a relative also bought slippers for as a gift- THOSE ones are lined and comfortable and breathable- she wears those everyday.  Go figure!  I'm sure that another brand would be better- these were junk.",Cute piece of junk,1.0,negative,the look is exactly what i wanted but these slippers are unlined and rough feeling on the inside just the foam material and stitching ugh the result sweaty uncomfortable mess my daughter doesnt wear them at all but will play with them instead very disappointed fortunately a relative also bought slippers for as a gift those ones are lined and comfortable and breathable she wears those everyday go figure im sure that another brand would be better these were junk
Bought to replace wedding ring.  It is very pretty paired with my anniversary band.  Looks and feels nice.The stainless steel looks just like silver and has stood up well to wear and tear.  I'm very glad I finally ordered it!,Nice ring,5.0,positive,bought to replace wedding ring it is very pretty paired with my anniversary band looks and feels nicethe stainless steel looks just like silver and has stood up well to wear and tear im very glad i finally ordered it
These are the best underwear you will ever own!  I tried them out a few years ago and have never gone back regular underwear!  I was never a thong girl and never though I could wear them but these are Amazing!! so comfortable!  Try them you will love them!!!,Best underwear ever!!!!!,5.0,positive,these are the best underwear you will ever own i tried them out a few years ago and have never gone back regular underwear i was never a thong girl and never though i could wear them but these are amazing so comfortable try them you will love them
"The shoes fit as expected, the colour is also the same I ordered and overall it's a really good product.",Good product,4.0,positive,the shoes fit as expected the colour is also the same i ordered and overall its a really good product
I bought this shoes for my mon and she is very happy and she like it and the shipping was fast and the price good thankyou.,My mon love this shoes,5.0,positive,i bought this shoes for my mon and she is very happy and she like it and the shipping was fast and the price good thankyou
"I had to take the ID fold part out because it makes the wallet so bulky. Since that was a large part of why I bought it, that was disappoiinting. However, there are enough card slots in the wallet to make up for it, just none with a window like I wanted.",It's a wallet,3.0,neutral,i had to take the id fold part out because it makes the wallet so bulky since that was a large part of why i bought it that was disappoiinting however there are enough card slots in the wallet to make up for it just none with a window like i wanted
"Exactly what i was expecting. Fits great, and looks great. The material is soft and warm. the shape of the jacket is great. and it fits well on me. I'm a hockey player with large shoulders.",BEAUTIFUL,5.0,positive,exactly what i was expecting fits great and looks great the material is soft and warm the shape of the jacket is great and it fits well on me im a hockey player with large shoulders
I am enjoying my new bra. Well I have been buying Bali bras for years.  I have been very satisfied with them. I would continue to buy tthis product.,The best bra ever!!!,5.0,positive,i am enjoying my new bra well i have been buying bali bras for years i have been very satisfied with them i would continue to buy tthis product
But good thing the straps are adjustable because it fit a little big. But it's pretty and it comes to the top of my knees so isn't too short or rides up. I'm very pleased,Looks pretty,4.0,positive,but good thing the straps are adjustable because it fit a little big but its pretty and it comes to the top of my knees so isnt too short or rides up im very pleased
"Sexy,nice and exactly the color I was especting.I bought it to go with a sexy pink bustier and thong and I was impress that it was the same color ok my bustier...very happy",perfect!!!,5.0,positive,sexynice and exactly the color i was espectingi bought it to go with a sexy pink bustier and thong and i was impress that it was the same color ok my bustiervery happy
"shoes were much nicer than expected for the price.  fit well, short break in period, look nice and easy choice given the price",surprised at quality,4.0,positive,shoes were much nicer than expected for the price fit well short break in period look nice and easy choice given the price
"Going thru customs, changing airplanes and constantly misplacing my passport, this is a best invention ever!  You will never misplace your passport again!  Could never travel without it.  Also a great place to hide your money!",Best thing ever invented!`,5.0,positive,going thru customs changing airplanes and constantly misplacing my passport this is a best invention ever you will never misplace your passport again could never travel without it also a great place to hide your money
"So well designed with separate compartments in which to place passports, cellphones, one wallet for American and one for English money wallets, and all sorts of miscellanea.  Compartments are well zippered and secure, and there's one quick grab open spot for quicker access to incidentals.  I was very happy with this choice.",Perfect overseas travel bag!,5.0,positive,so well designed with separate compartments in which to place passports cellphones one wallet for american and one for english money wallets and all sorts of miscellanea compartments are well zippered and secure and theres one quick grab open spot for quicker access to incidentals i was very happy with this choice
"I was kind of weary about purchasing this because of the price, but am so glad that I did. It fits EVERYTHING in it and with as often as I use my ID on post overseas it's easy to find and slip out to use. It feels sturdy and reliable and well worth the price. I believe it will last me a while.",Best Wallet EVER!!!,5.0,positive,i was kind of weary about purchasing this because of the price but am so glad that i did it fits everything in it and with as often as i use my id on post overseas its easy to find and slip out to use it feels sturdy and reliable and well worth the price i believe it will last me a while
I was disappointed in this product. It was way too small for my large handbags. It would be ok in a small handbag. I just didn't care for it.,purse insert,1.0,negative,i was disappointed in this product it was way too small for my large handbags it would be ok in a small handbag i just didnt care for it
"I have owned the ASICS GEL-Kayano 18 previously so I knew what I was expecting.  They are pretty good to size.  I had 4E before, and the only real difference that I can tell, is that the laces are shorter than my previous ones.  I might just take them out of my old shoes and put them in these new ones.All in all, pretty good shoe.",Fit pretty good,5.0,positive,i have owned the asics gelkayano previously so i knew what i was expecting they are pretty good to size i had e before and the only real difference that i can tell is that the laces are shorter than my previous ones i might just take them out of my old shoes and put them in these new onesall in all pretty good shoe
"These have snaps on the side and a leather flap that covers them.  It can only be snapped to one at a time which means half of it is constantly flopping around.  Also, they're a bit stiff in the toe and look kind of strange when you walk.",Fit a bit strangely,3.0,neutral,these have snaps on the side and a leather flap that covers them it can only be snapped to one at a time which means half of it is constantly flopping around also theyre a bit stiff in the toe and look kind of strange when you walk
"I selected this bead because well, I've always been preppy. Nothing says preppy like pink & green. My coworker thinks it looks like  a piece of candy!!!  I love this",Love this preppy bead,5.0,positive,i selected this bead because well ive always been preppy nothing says preppy like pink green my coworker thinks it looks like a piece of candy i love this
"I usually wear 8 or 81/2. In this boot, the size 8 was slightly(1/4&#34; too big, but ok) However, because it is fit flop, it is SOOOO comfortable. I have 4 fit flop boots and in the winter all I wear are these boots.",Great comfort,5.0,positive,i usually wear or in this boot the size was slightly too big but ok however because it is fit flop it is soooo comfortable i have fit flop boots and in the winter all i wear are these boots
"I love these yoga pants. They have lots of length, which is nice since I'm 5'9&#34;. After hours of wearing them working out, they do not loosen up or sag anywhere. The fold over waist isn't tighter than the rest of the pants like I've experienced before. But, it keeps them in place without suffocating my hips. I would definitely order more.","Snug, comfy, and long.",5.0,positive,i love these yoga pants they have lots of length which is nice since im after hours of wearing them working out they do not loosen up or sag anywhere the fold over waist isnt tighter than the rest of the pants like ive experienced before but it keeps them in place without suffocating my hips i would definitely order more
"wear this alot but not as much as other necklaces. love the owl , cant wait to order other owl jewery",its ok!,3.0,neutral,wear this alot but not as much as other necklaces love the owl cant wait to order other owl jewery
"I really love these pants. They fit well, and stay wrinkle free. They wash and dry with no problems and do not stretch out as you wear them.",Comfy and cozy!,5.0,positive,i really love these pants they fit well and stay wrinkle free they wash and dry with no problems and do not stretch out as you wear them
"I love the cotton, the neutral color, the ""shoes"". The size scared me a little: I ordered it in preemie size, it came in preemie size...now I wonder if I will give birth to such a big baby! Ouch! Anyhow, it's a good investment and a great quality outfit to have (for when your baby will be 3 months?). I recommend the monkey.",Huggable monkey,5.0,positive,i love the cotton the neutral color the shoes the size scared me a little i ordered it in preemie size it came in preemie sizenow i wonder if i will give birth to such a big baby ouch anyhow its a good investment and a great quality outfit to have for when your baby will be months i recommend the monkey
"Even though I bought XL, unlike what I normally wear..the cloth is tight especially at the hand area. I recommend you to be careful when buying the cloth( sizing). The material is average and the sowing of the cloth is poor. But is ok and nice when you are not looking at it closely.",Average material.,3.0,neutral,even though i bought xl unlike what i normally wearthe cloth is tight especially at the hand area i recommend you to be careful when buying the cloth sizing the material is average and the sowing of the cloth is poor but is ok and nice when you are not looking at it closely
"These onesies fit great, look great, and keep your child worm. I adore the Carter's brand because they fit true to size and look awesome!",Great fit,5.0,positive,these onesies fit great look great and keep your child worm i adore the carters brand because they fit true to size and look awesome
"I have worn Clark shoes for years and always been satisfied with them.  These are  really cheap and not up to Clark standards let alone the high price.  Also, they do not fit as others do and are very uncomfortable.  Makes me wonder about buying Clark's in the future.",Not Clark Quality,2.0,negative,i have worn clark shoes for years and always been satisfied with them these are really cheap and not up to clark standards let alone the high price also they do not fit as others do and are very uncomfortable makes me wonder about buying clarks in the future
"If you suffer from Reynaud's, a circulatory disorder affecting your toes and hands, and you need to still dress nicely for work, then these socks are for you - great under pants suits, or with nicer boots.  they're light but warm.  I only wish they come in black and for some reason they don't.  Otherwise, terrific.","Great, warm socks",5.0,positive,if you suffer from reynauds a circulatory disorder affecting your toes and hands and you need to still dress nicely for work then these socks are for you great under pants suits or with nicer boots theyre light but warm i only wish they come in black and for some reason they dont otherwise terrific
THE BAG IS SMALL BUT I THINK I CAN MANAGE TO USE IT FOR  THIS  EVENT. IT WILL GO WITH MANY OF MY OUTFITS.,SHINY AND  AND SMART,4.0,positive,the bag is small but i think i can manage to use it for this event it will go with many of my outfits
"Indera has a similar item sold on this site for about the same cost. If you want a thermal top that will only be used on rare occasions (for example, winter trips where you'll be outdoors in the snow a lot) then fine. Save the money, but don't buy this.  Buy the Indera.Essential Items' product, which is after all labeled &#34;Essential Apparel&#34;, not &#34;Occasional Apparel&#34;, does not stand up well to daily use.  My guy lives in them whenever he is not working. I hang my head in shame to have placed this in his stocking (along with Indera's, which merits one more star), when I should have shelled out for Ralph Lauren's, which he deserves--heavier weight (and much warmer), closer threads, tight weave, well finished--than this ridiculous thing, which is nearly ready for the rag bag.I should have known from the price not to have high expectations, but it was well rated on amazon.com, so I bought it.  I left the tag in so I can avoid making the same mistake twice.  Better still: for the man who asks for so very little and uses these so much, I will drive myself to Macy's or go there online, and purchase Ralph Lauren thermals again. The one and only that he owns is in beautiful shape after YEARS of wear, and he gets cold easily.  This was a stupid purchase, which won't be repeated.The seller was very prompt in delivery and should not be blamed.",Cheesy,2.0,negative,indera has a similar item sold on this site for about the same cost if you want a thermal top that will only be used on rare occasions for example winter trips where youll be outdoors in the snow a lot then fine save the money but dont buy this buy the inderaessential items product which is after all labeled essential apparel not occasional apparel does not stand up well to daily use my guy lives in them whenever he is not working i hang my head in shame to have placed this in his stocking along with inderas which merits one more star when i should have shelled out for ralph laurens which he deservesheavier weight and much warmer closer threads tight weave well finishedthan this ridiculous thing which is nearly ready for the rag bagi should have known from the price not to have high expectations but it was well rated on amazoncom so i bought it i left the tag in so i can avoid making the same mistake twice better still for the man who asks for so very little and uses these so much i will drive myself to macys or go there online and purchase ralph lauren thermals again the one and only that he owns is in beautiful shape after years of wear and he gets cold easily this was a stupid purchase which wont be repeatedthe seller was very prompt in delivery and should not be blamed
"Great flip flops, super comfortable and durable. No fabric or rubber so no worries on getting wet or dirty, just rinse them and they are brand new. Sole has support and shaped to the contour of your feet. I got the purple and the glitter is just the right amount, looks great and super cute, and comfortable at a great price. Highly recommend!",Super Comfortable,5.0,positive,great flip flops super comfortable and durable no fabric or rubber so no worries on getting wet or dirty just rinse them and they are brand new sole has support and shaped to the contour of your feet i got the purple and the glitter is just the right amount looks great and super cute and comfortable at a great price highly recommend
These are great pearls .Look very classy for every day nice wear. Good shape  and colour and symmetry. You will enjoy these.,9-10mm pearls,5.0,positive,these are great pearls look very classy for every day nice wear good shape and colour and symmetry you will enjoy these
Pros: It is RFID proof. I have to open it every morning to wave my access badge for the door at work now. It may have been water proof for a week or so.Cons: Can't hold much. Accordion folders inside unfolded after a few weeks. Now hinge is busted.,Not that great,3.0,neutral,pros it is rfid proof i have to open it every morning to wave my access badge for the door at work now it may have been water proof for a week or socons cant hold much accordion folders inside unfolded after a few weeks now hinge is busted
"For the price they were nice.  My legs are just too short. (5'2&#34;)  They weren't over the knee, but almost.  They were quite wide, not that I have super thin calves...but they were just too awkward for me to wear.  Not the boots fault!!!",Nice boots...just not for me.,4.0,positive,for the price they were nice my legs are just too short they werent over the knee but almost they were quite wide not that i have super thin calvesbut they were just too awkward for me to wear not the boots fault
"My 2 year old is 24/25 lbs and average height....and the 2T fits him perfectly.  I didn't have to size up.  In fact, I did purchase a 3T, but it is too big.Very soft, gret fitting, and very good looking.  I would expect this set to be closer to $30 in a store.  I'm going to stock up on these for sure!!Also makes a great gift since the price rocks!",Perfect pjs!,5.0,positive,my year old is lbs and average heightand the t fits him perfectly i didnt have to size up in fact i did purchase a t but it is too bigvery soft gret fitting and very good looking i would expect this set to be closer to in a store im going to stock up on these for surealso makes a great gift since the price rocks
This shoes are confortable and soft. my girlfriend likes this model. Shes happy with this pair of shoes. If you like to walk a lot then this model is what you need.,Love this Skechers,5.0,positive,this shoes are confortable and soft my girlfriend likes this model shes happy with this pair of shoes if you like to walk a lot then this model is what you need
"I really wanted to like this bra as it is very pretty.  However, it was extremely scratchy and irritated my skin in several places.  I did not like the cone look! I felt I looked ridiculous. I am big busted so this bra will probably work for those who are smaller.  It's just not for me.",Uncomfortable,2.0,negative,i really wanted to like this bra as it is very pretty however it was extremely scratchy and irritated my skin in several places i did not like the cone look i felt i looked ridiculous i am big busted so this bra will probably work for those who are smaller its just not for me
This runs a little on the large side and and so I sized down a size and it fits very nicely for me since I'm on the slim side around the hips and thighs and the length is just right for my short legs.  Lots of pockets for my tees and golf balls.  This is my first pair of clothing made by Dickies.,Great for golf!,5.0,positive,this runs a little on the large side and and so i sized down a size and it fits very nicely for me since im on the slim side around the hips and thighs and the length is just right for my short legs lots of pockets for my tees and golf balls this is my first pair of clothing made by dickies
I bought this crocs for my husband. He really love them! Size is accurate. I recommend it to everyone. Specially the color is very nice.,Very comfortable and cute,5.0,positive,i bought this crocs for my husband he really love them size is accurate i recommend it to everyone specially the color is very nice
These lovelies are wonderful to run your hands over when there's a lovely bum inside of them. So if you have someone with a lovely bum these will work for you :-),Very nice.,5.0,positive,these lovelies are wonderful to run your hands over when theres a lovely bum inside of them so if you have someone with a lovely bum these will work for you
